TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
51449,2024-06-22,Kashmere Gate,Mandi House,6.64,64.02,87.82,10.0,Tourist Card,off-peak
47317,2023-12-06,Rajiv Chowk,Inderlok,4.41,123.79,44.72,19.0,Tourist Card,maintenance
148269,2022-04-17,Laxmi Nagar,Hauz Khas,10.46,146.28,23.3,24.0,Smart Card,
76794,2024-10-15,Chandni Chowk,Laxmi Nagar,2.9,104.46,93.13,10.0,Single,peak
63653,2023-03-15,Mandi House,Old Delhi,1.3599999999999999,160.88,17.38,18.0,Tourist Card,festival
131851,2022-11-27,Rajiv Chowk,Pragati Maidan,5.97,138.39,85.64,31.0,Tourist Card,festival
53962,2022-04-18,Mandi House,Barakhamba Road,7.63,185.53,41.58,18.0,Tourist Card,off-peak
30441,2023-11-14,Laxmi Nagar,Pragati Maidan,2.5300000000000002,94.45,31.78,20.0,Smart Card,
94764,2023-05-21,Rajiv Chowk,Inderlok,4.51,13.77,116.9,20.0,Smart Card,peak
121435,2022-04-19,New Delhi,Central Secretariat,2.79,95.48,27.93,23.0,Single,festival
29181,2022-03-07,MANDI HOUSE,Netaji Subhash Place,11.49,20.37,6.68,18.0,Tourist Card,maintenance
58440,2024-12-14,Chandni Chowk,Dilshad Garden,17.11,158.63,37.54,13.0,Tourist Card,festival
72819,2024-12-29,New Delhi,Jasola Vihar,1.04,181.7,60.15,20.0,Tourist Card,off-peak
38714,2023-03-12,Mandi House,Barakhamba Road,3.43,45.49,52.07,17.0,Single,weekend
70737,2023-03-16,New Delhi,Hauz Khas,5.99,81.33,103.74,12.0,Tourist Card,festival
2965,2024-07-26,Dilshad Garden,Hauz Khas,4.8100000000000005,56.01,13.72,21.0,Tourist Card,weekend
50854,2022-03-18,DILSHAD GARDEN,Kirti Nagar,14.54,100.76,98.98,19.0,Single,peak
132790,2023-06-26,Inderlok,New Delhi,4.23,185.17,80.16,20.0,Smart Card,
127052,2022-09-29,Kalkaji Mandir,Dilshad Garden,5.28,62.87,112.65,16.0,Tourist Card,peak
125125,2022-01-22,Hauz Khas,Barakhamba Road,1.4100000000000001,179.04,22.74,17.0,Tourist Card,peak
86805,2024-04-07,AIIMS,Hauz Khas,6.36,172.66,68.39,18.0,Single,maintenance
87250,2022-05-19,Mandi House,Central Secretariat,1.15,60.56,106.31,24.0,Tourist Card,
100332,2024-09-07,laxmi nagar,Netaji Subhash Place,4.96,183.38,23.61,13.0,Tourist Card,off-peak
74619,2023-09-20,Kalkaji Mandir,Hauz Khas,6.39,153.73,66.83,18.0,Single,weekend
24343,2024-04-23,Noida City Centre,Shivaji Park,11.11,108.92,7.15,20.0,Smart Card,off-peak
65426,2024-05-09,Noida City Centre,Chandni Chowk,3.22,163.51,7.53,20.0,Tourist Card,
107349,2022-12-13,Rajiv Chowk,Jasola Vihar,6.06,38.25,47.33,25.0,Single,maintenance
17479,2024-01-26,KASHMERE GATE,Kirti Nagar,2.74,56.73,23.61,18.0,Smart Card,peak
46128,2024-12-30,Inderlok,Central Secretariat,8.79,21.17,98.95,24.0,Single,
68613,2024-12-24,New Delhi,New Delhi,4.01,137.03,90.55,18.0,Tourist Card,
99976,2024-08-01,Laxmi Nagar,Mandi House,34.76,122.68,8.28,8.0,Smart Card,off-peak
91941,2024-10-31,New Delhi,New Delhi,13.73,199.19,66.46,24.0,Smart Card,weekend
109297,2022-11-05,Rajiv Chowk,Mandi House,7.29,104.56,12.54,26.0,Smart Card,peak
19560,2023-01-06,Rajiv Chowk,Jasola Vihar,7.22,187.63,80.65,22.0,Single,off-peak
25858,2023-03-08,Hauz Khas,Laxmi Nagar,8.14,152.0,104.13,26.0,Smart Card,off-peak
129516,2023-03-22,AIIMS,Rajiv Chowk,3.48,25.81,82.43,16.0,,peak
93235,2024-06-14,Inderlok,Dilshad Garden,4.08,171.52,101.0,20.0,Smart Card,peak
148346,2022-06-10,Kalkaji Mandir,Model Town,18.25,16.07,44.17,24.0,Tourist Card,peak
88938,2023-01-22,New Delhi,Chandni Chowk,1.28,86.58,72.71,24.0,Smart Card,off-peak
119175,2022-07-09,Kalkaji Mandir,New Delhi,3.91,36.96,113.34,19.0,Smart Card,peak
133572,2022-06-30,Noida City Centre,Inderlok,2.51,164.16,102.66,21.0,Single,weekend
149932,2022-01-10,Kalkaji Mandir,Netaji Subhash Place,3.83,124.09,55.01,21.0,Smart Card,maintenance
105595,2023-09-04,Noida City Centre,Model Town,6.83,177.47,70.77,18.0,Tourist Card,
47538,2022-05-15,Model Town,Central Secretariat,14.4,38.07,80.5,20.0,Tourist Card,festival
52295,2022-08-13,Central Secretariat,Mandi House,9.44,73.76,6.5600000000000005,20.0,Single,maintenance
104324,2022-11-14,Janakpuri West,New Delhi,7.44,96.37,110.14,23.0,Smart Card,maintenance
40486,2024-05-23,Chandni Chowk,Central Secretariat,1.31,13.83,44.77,26.0,Smart Card,maintenance
26160,2023-07-27,Laxmi Nagar,Model Town,12.16,130.92,66.63,21.0,Smart Card,peak
22087,2023-05-05,New Delhi,Shivaji Park,6.83,54.25,8.76,11.0,Tourist Card,
130234,2023-06-25,AIIMS,Netaji Subhash Place,1.9,192.13,67.76,20.0,Smart Card,maintenance
31301,2022-05-05,Chandni Chowk,Old Delhi,2.3,88.13,18.79,16.0,Single,peak
96336,2022-08-12,Rajiv Chowk,Janakpuri West,5.67,15.25,98.04,21.0,Tourist Card,weekend
32776,2024-03-29,Central Secretariat,Inderlok,9.8,37.84,98.72,14.0,Smart Card,peak
118382,2022-08-14,RAJOURI GARDEN,Old Delhi,3.0,54.27,34.73,26.0,Single,weekend
85120,2022-09-01,Central Secretariat,Rajouri Garden,1.05,10.58,32.5,28.0,Single,festival
45538,2023-12-04,New Delhi,Old Delhi,0.56,186.45,72.79,29.0,Smart Card,maintenance
119464,2024-12-28,KASHMERE GATE,Janakpuri West,6.74,168.61,41.07,16.0,Tourist Card,
131330,2023-06-04,Rajouri Garden,Rajiv Chowk,2.11,98.72,13.97,20.0,Single,peak
88924,2024-01-25,New Delhi,Chandni Chowk,5.31,31.25,57.23,16.0,Tourist Card,weekend
90077,2023-09-02,Rajiv Chowk,New Delhi,5.35,63.07,73.12,21.0,Tourist Card,festival
83547,2022-10-14,KASHMERE GATE,Mandi House,5.67,123.24,73.31,20.0,Single,weekend
37281,2024-05-12,Model Town,Laxmi Nagar,23.19,97.82,65.94,26.0,Tourist Card,peak
130126,2022-06-08,Mandi House,Noida City Centre,5.84,187.88,105.6,19.0,Single,off-peak
37136,2024-08-08,Rajiv Chowk,Kalkaji Mandir,4.75,91.29,41.42,18.0,Tourist Card,festival
132758,2022-04-10,Janakpuri West,Laxmi Nagar,4.75,115.46,8.5,17.0,Single,festival
4680,2023-11-23,Rajiv Chowk,Old Delhi,1.9100000000000001,112.65,80.68,16.0,Tourist Card,weekend
91971,2023-11-09,Dilshad Garden,Pragati Maidan,17.68,68.24,79.73,19.0,Smart Card,festival
64410,2022-08-29,New Delhi,Noida City Centre,3.7800000000000002,49.29,90.4,22.0,Tourist Card,off-peak
142019,2024-11-07,DILSHAD GARDEN,Hauz Khas,8.02,19.01,78.97,13.0,Tourist Card,festival
2048,2024-02-15,Chandni Chowk,New Delhi,1.07,130.65,19.31,21.0,Tourist Card,weekend
11099,2024-03-11,Central Secretariat,Kirti Nagar,1.53,30.8,72.93,19.0,Tourist Card,off-peak
55757,2023-10-10,Noida City Centre,Jasola Vihar,11.71,77.77,11.97,21.0,Smart Card,festival
73622,2022-01-20,Rajiv Chowk,Rajouri Garden,24.42,126.98,43.03,18.0,Tourist Card,peak
132770,2023-04-26,Rajiv Chowk,Laxmi Nagar,7.44,134.82,110.5,17.0,Single,off-peak
3057,2023-10-23,Rajiv Chowk,Kirti Nagar,5.38,144.98,7.44,14.0,Single,festival
36665,2022-10-24,Janakpuri West,New Delhi,1.32,86.24,51.73,22.0,Smart Card,festival
92026,2023-01-08,Jasola Vihar,Netaji Subhash Place,1.0,60.27,108.31,18.0,Tourist Card,maintenance
27194,2022-08-09,Noida City Centre,Laxmi Nagar,3.14,130.44,33.2,22.0,Single,weekend
19793,2023-06-29,Rajiv Chowk,Chandni Chowk,1.67,14.38,118.3,21.0,Single,festival
39545,2023-02-06,Mandi House,Janakpuri West,0.9,167.04,14.03,20.0,Tourist Card,peak
97968,2023-04-01,CHANDNI CHOWK,Pragati Maidan,2.99,96.35,116.39,20.0,Single,weekend
16254,2022-09-16,Rajiv Chowk,Shivaji Park,2.26,120.89,65.08,13.0,Tourist Card,maintenance
116183,2024-04-20,Rajiv Chowk,Rajiv Chowk,4.26,68.47,98.34,21.0,Single,maintenance
43417,2023-09-20,Rajouri Garden,Netaji Subhash Place,2.21,184.16,14.23,25.0,Single,peak
147146,2023-03-08,Rajiv Chowk,New Delhi,16.78,20.32,55.26,23.0,Tourist Card,peak
127803,2023-10-20,Jasola Vihar,Kashmere Gate,3.09,93.07,48.51,26.0,Tourist Card,off-peak
14160,2022-01-17,Rajiv Chowk,Janakpuri West,0.61,171.33,41.28,13.0,Smart Card,
30687,2024-10-21,Hauz Khas,Janakpuri West,3.09,82.54,109.56,24.0,Single,maintenance
23780,2023-09-03,Noida City Centre,Dilshad Garden,6.5,115.57,104.91,15.0,Single,peak
128534,2023-08-19,Mandi House,New Delhi,3.43,123.26,91.96,23.0,Single,maintenance
42055,2022-09-13,janakpuri west,Central Secretariat,1.3,48.64,59.62,23.0,Smart Card,maintenance
73732,2022-04-07,Chandni Chowk,Barakhamba Road,7.98,189.31,90.5,30.0,Smart Card,festival
65204,2023-06-11,Rajiv Chowk,Laxmi Nagar,0.8300000000000001,48.3,58.35,16.0,Single,festival
149767,2023-12-20,Janakpuri West,Central Secretariat,3.56,143.83,119.81,28.0,Tourist Card,off-peak
92878,2022-03-19,Noida City Centre,Inderlok,1.54,110.49,17.69,19.0,Smart Card,weekend
107327,2022-12-07,CHANDNI CHOWK,Old Delhi,3.16,144.06,24.26,26.0,Single,peak
70979,2022-08-11,Kalkaji Mandir,Netaji Subhash Place,5.51,199.28,7.28,22.0,Smart Card,peak
58361,2022-05-06,Central Secretariat,Old Delhi,3.01,75.77,98.67,24.0,Smart Card,
39930,2023-01-23,Rajouri Garden,Laxmi Nagar,4.86,79.6,83.15,21.0,Tourist Card,peak
64416,2022-08-21,Noida City Centre,Chandni Chowk,3.99,132.71,86.15,23.0,Smart Card,maintenance
107156,2022-04-18,laxmi nagar,Punjabi Bagh,11.74,191.74,34.63,21.0,Tourist Card,off-peak
32825,2024-05-30,Central Secretariat,Hauz Khas,5.28,194.2,15.03,24.0,Smart Card,festival
96075,2023-09-18,Laxmi Nagar,Barakhamba Road,7.25,153.44,72.29,22.0,Smart Card,weekend
107063,2022-12-21,AIIMS,Inderlok,4.8100000000000005,124.36,18.54,11.0,,weekend
20356,2024-07-27,Central Secretariat,Laxmi Nagar,3.58,34.44,114.59,18.0,Smart Card,
101435,2022-04-15,Noida City Centre,AIIMS,2.58,188.4,70.14,22.0,Smart Card,
38467,2023-08-18,Noida City Centre,Laxmi Nagar,1.37,188.05,101.67,14.0,Tourist Card,weekend
82821,2022-06-26,AIIMS,Noida City Centre,11.15,41.89,114.02,9.0,Single,weekend
144201,2024-10-10,MODEL TOWN,Inderlok,1.16,35.88,51.92,23.0,Smart Card,peak
74611,2022-10-14,Rajouri Garden,Netaji Subhash Place,1.26,174.49,119.75,18.0,Tourist Card,weekend
74689,2023-06-02,Noida City Centre,Kalkaji Mandir,3.71,60.64,18.6,9.0,Single,festival
43593,2023-10-02,MODEL TOWN,Central Secretariat,6.19,95.78,72.76,21.0,Tourist Card,weekend
126803,2024-10-31,dilshad garden,Noida City Centre,4.07,128.95,115.49,19.0,Tourist Card,maintenance
15465,2024-06-25,Janakpuri West,Central Secretariat,22.4,13.62,43.86,13.0,Smart Card,maintenance
54846,2023-07-31,Kalkaji Mandir,Netaji Subhash Place,7.63,142.03,32.22,19.0,Smart Card,maintenance
40179,2022-10-03,AIIMS,Kashmere Gate,7.0,28.11,21.79,,Tourist Card,
114790,2022-03-18,New Delhi,Chandni Chowk,1.54,145.58,75.29,19.0,Single,peak
143721,2022-07-21,Chandni Chowk,Barakhamba Road,2.33,175.81,62.74,18.0,Tourist Card,
2784,2024-05-18,Noida City Centre,Pragati Maidan,8.09,53.61,116.51,11.0,Smart Card,peak
22584,2024-04-30,Rajouri Garden,Punjabi Bagh,3.89,174.88,96.18,30.0,Smart Card,festival
36909,2023-01-11,Noida City Centre,Inderlok,3.59,114.9,102.28,25.0,Smart Card,maintenance
31496,2024-06-07,Rajouri Garden,Chandni Chowk,6.05,175.27,65.28,17.0,Smart Card,
78269,2024-03-03,Central Secretariat,Laxmi Nagar,14.77,165.61,25.18,22.0,Tourist Card,weekend
83613,2024-03-19,Rajiv Chowk,Old Delhi,10.81,150.07,80.99,19.0,Single,maintenance
18903,2024-10-06,Chandni Chowk,Jasola Vihar,7.64,186.56,67.14,15.0,Tourist Card,weekend
119314,2024-08-17,Noida City Centre,Netaji Subhash Place,5.41,11.01,25.54,13.0,Single,weekend
136197,2023-11-01,Kashmere Gate,Jasola Vihar,1.9,192.43,107.89,13.0,Tourist Card,festival
86471,2022-05-16,Rajiv Chowk,New Delhi,2.63,36.8,99.53,19.0,Smart Card,festival
58212,2022-03-27,Dilshad Garden,Mandi House,1.52,164.81,59.19,20.0,Smart Card,maintenance
67184,2024-10-22,Mandi House,Chandni Chowk,2.07,55.59,43.8,25.0,Tourist Card,
94604,2024-08-27,Rajiv Chowk,Chandni Chowk,0.67,171.77,10.56,24.0,,peak
102163,2024-07-20,Mandi House,Punjabi Bagh,20.24,152.63,119.73,23.0,Smart Card,weekend
29456,2023-10-21,Central Secretariat,Dilshad Garden,2.26,150.77,27.36,25.0,Smart Card,weekend
131315,2022-12-20,AIIMS,Chandni Chowk,5.62,10.64,77.14,14.0,Tourist Card,peak
121181,2023-08-13,Central Secretariat,Rajouri Garden,1.3,195.79,18.47,16.0,Single,peak
80105,2023-03-09,CENTRAL SECRETARIAT,Inderlok,1.31,160.64,95.9,19.0,Smart Card,off-peak
31562,2022-02-23,Laxmi Nagar,Dilshad Garden,9.88,60.95,21.68,25.0,Tourist Card,festival
112257,2024-12-20,Rajiv Chowk,Chandni Chowk,2.16,152.88,34.16,21.0,Tourist Card,weekend
79525,2023-07-18,Kashmere Gate,Dilshad Garden,1.6,50.29,104.63,20.0,Tourist Card,maintenance
69598,2024-04-11,New Delhi,Laxmi Nagar,0.85,115.14,22.18,29.0,Smart Card,festival
148933,2022-10-13,Mandi House,Dilshad Garden,1.16,16.46,45.64,12.0,Tourist Card,
105373,2023-01-01,Jasola Vihar,Hauz Khas,8.1,43.41,53.38,18.0,Smart Card,festival
55950,2023-09-23,Inderlok,Shivaji Park,1.3,193.96,106.6,21.0,Tourist Card,weekend
76266,2022-03-22,Mandi House,Hauz Khas,10.06,82.5,119.92,15.0,Tourist Card,off-peak
143121,2024-06-25,inderlok,Kalkaji Mandir,1.19,171.35,96.38,13.0,Single,
55858,2022-09-26,AIIMS,Hauz Khas,2.85,155.96,56.54,18.0,Smart Card,maintenance
23636,2023-02-06,Hauz Khas,Central Secretariat,1.6400000000000001,168.44,45.96,12.0,Smart Card,maintenance
8851,2024-10-04,New Delhi,Kirti Nagar,2.15,80.93,34.8,20.0,Single,
113161,2024-10-06,Central Secretariat,Shivaji Park,1.63,142.34,39.19,17.0,Tourist Card,
136346,2023-10-16,Noida City Centre,AIIMS,7.42,13.1,62.34,16.0,Smart Card,weekend
123865,2024-01-16,AIIMS,Jasola Vihar,4.16,138.64,102.88,22.0,Smart Card,
109522,2022-03-21,Rajiv Chowk,Dilshad Garden,4.69,71.0,104.55,18.0,Tourist Card,weekend
139894,2024-06-17,laxmi nagar,Rajiv Chowk,1.92,155.57,50.3,18.0,Single,off-peak
44612,2024-05-14,Mandi House,Rajouri Garden,5.39,112.8,9.25,19.0,Tourist Card,off-peak
97443,2023-05-10,Dilshad Garden,Noida City Centre,7.75,102.93,92.41,22.0,Smart Card,weekend
93916,2024-11-01,Noida City Centre,Old Delhi,2.95,172.52,76.37,26.0,Single,maintenance
56902,2023-02-12,Noida City Centre,Shivaji Park,8.25,185.68,81.44,21.0,Tourist Card,
113744,2023-09-12,Noida City Centre,Kalkaji Mandir,5.73,173.66,107.6,16.0,Single,off-peak
103166,2022-05-07,Central Secretariat,Inderlok,7.4,28.75,82.15,23.0,Single,
141829,2024-02-03,Hauz Khas,Kashmere Gate,12.61,14.91,64.71,21.0,Tourist Card,peak
102942,2024-08-05,Rajiv Chowk,Model Town,2.9699999999999998,69.23,90.46,19.0,Smart Card,maintenance
129215,2022-02-28,Rajiv Chowk,Chandni Chowk,2.93,179.67,110.7,26.0,Tourist Card,weekend
111000,2022-04-18,Hauz Khas,New Delhi,8.46,185.52,24.95,21.0,Smart Card,
101038,2022-11-24,Noida City Centre,New Delhi,7.86,152.2,68.53,21.0,Tourist Card,peak
41828,2024-04-04,Rajouri Garden,Jasola Vihar,9.86,164.89,113.3,22.0,Tourist Card,peak
100205,2022-03-10,Rajiv Chowk,Janakpuri West,4.61,165.73,28.68,21.0,Tourist Card,maintenance
46349,2024-10-11,Jasola Vihar,Inderlok,1.07,55.44,7.79,21.0,Tourist Card,
68974,2022-05-08,Rajiv Chowk,New Delhi,2.56,159.56,112.44,12.0,Single,maintenance
105695,2024-02-11,Rajouri Garden,New Delhi,10.39,60.83,59.28,27.0,Single,
97412,2024-01-28,Noida City Centre,Central Secretariat,4.47,192.54,23.91,19.0,Tourist Card,
90164,2023-12-29,Rajiv Chowk,Netaji Subhash Place,3.81,82.59,115.15,14.0,Smart Card,maintenance
34044,2023-06-16,Rajouri Garden,Jasola Vihar,10.66,50.85,84.61,17.0,Tourist Card,maintenance
39970,2023-05-25,Rajiv Chowk,Rajouri Garden,3.88,150.66,116.28,24.0,Single,weekend
112525,2023-05-20,Dilshad Garden,Rajouri Garden,2.5,137.01,11.32,15.0,Tourist Card,festival
135329,2024-06-21,Noida City Centre,Rajouri Garden,2.87,70.44,21.92,18.0,Tourist Card,weekend
141163,2024-12-28,Noida City Centre,Dilshad Garden,5.29,55.73,102.05,14.0,Tourist Card,festival
24778,2023-05-20,Mandi House,Barakhamba Road,6.93,184.29,14.88,27.0,Smart Card,off-peak
117159,2022-01-08,New Delhi,Chandni Chowk,1.1400000000000001,147.78,78.38,16.0,Smart Card,festival
146955,2022-03-15,Mandi House,Punjabi Bagh,7.84,117.41,84.4,25.0,Single,maintenance
124524,2024-03-17,Rajiv Chowk,Dilshad Garden,2.43,193.0,56.38,14.0,Tourist Card,peak
90281,2024-01-24,Central Secretariat,Shivaji Park,1.44,22.17,53.8,22.0,Tourist Card,
134561,2024-05-25,Janakpuri West,Shivaji Park,12.61,138.67,54.43,24.0,Smart Card,
17189,2022-01-01,MODEL TOWN,New Delhi,6.06,28.66,22.96,27.0,Tourist Card,peak
30486,2023-09-06,Mandi House,Jasola Vihar,5.04,129.88,115.52,18.0,Tourist Card,maintenance
113083,2022-03-06,model town,Jasola Vihar,6.18,29.69,64.7,18.0,Smart Card,peak
90,2023-06-02,Noida City Centre,Inderlok,15.2,148.61,69.17,23.0,Single,weekend
126066,2023-03-25,AIIMS,Inderlok,6.74,110.05,83.28,16.0,Smart Card,weekend
109073,2024-07-11,JANAKPURI WEST,Pragati Maidan,3.5,121.95,28.69,23.0,Tourist Card,peak
3788,2023-05-24,New Delhi,Laxmi Nagar,8.58,20.29,103.26,23.0,,weekend
132811,2024-07-02,Model Town,Punjabi Bagh,5.77,118.32,37.65,24.0,Tourist Card,peak
19031,2024-10-17,Kalkaji Mandir,Punjabi Bagh,7.37,19.92,102.01,20.0,Tourist Card,festival
32169,2023-01-05,Hauz Khas,Rajiv Chowk,1.78,10.26,88.53,20.0,Tourist Card,
101024,2023-01-22,Model Town,Kirti Nagar,0.85,155.58,89.51,31.0,Smart Card,
56717,2023-02-27,Rajiv Chowk,Shivaji Park,14.26,143.13,54.35,19.0,Smart Card,weekend
99849,2024-08-07,MODEL TOWN,Kirti Nagar,11.11,172.42,18.74,23.0,Tourist Card,peak
72832,2022-09-15,Noida City Centre,Netaji Subhash Place,5.13,145.55,35.82,17.0,Tourist Card,off-peak
141537,2022-09-21,Rajiv Chowk,Hauz Khas,1.0,181.61,43.24,23.0,Tourist Card,peak
136421,2022-04-27,Rajiv Chowk,AIIMS,18.77,187.42,114.22,26.0,Smart Card,festival
149688,2023-03-17,KALKAJI MANDIR,Dilshad Garden,4.19,78.13,109.18,19.0,Smart Card,festival
84837,2022-07-19,Model Town,Hauz Khas,4.0,192.06,62.35,27.0,Tourist Card,peak
42493,2024-01-10,Chandni Chowk,Dilshad Garden,10.82,176.47,70.2,20.0,Single,peak
135001,2024-05-15,Rajiv Chowk,Kirti Nagar,2.6,43.49,58.93,16.0,Smart Card,peak
58798,2024-05-30,Laxmi Nagar,Hauz Khas,2.34,146.0,31.51,18.0,Smart Card,maintenance
78165,2023-08-13,hauz khas,Model Town,2.37,72.32,106.12,18.0,Tourist Card,peak
67151,2024-11-27,Mandi House,Rajiv Chowk,1.13,51.16,28.53,17.0,Tourist Card,peak
116480,2022-03-25,Noida City Centre,Mandi House,0.6900000000000001,181.34,5.82,21.0,Tourist Card,weekend
103500,2023-05-03,New Delhi,Rajouri Garden,1.51,197.8,44.52,20.0,Single,maintenance
121249,2024-09-21,Kashmere Gate,Old Delhi,2.7199999999999998,196.02,95.9,24.0,Single,off-peak
99620,2022-10-29,Mandi House,Chandni Chowk,0.8,174.09,34.33,21.0,Single,weekend
50603,2024-08-20,Noida City Centre,Barakhamba Road,1.03,58.15,73.21,,Smart Card,festival
54398,2023-02-20,Central Secretariat,Model Town,8.75,97.33,112.23,14.0,Single,weekend
135597,2022-04-19,Central Secretariat,Laxmi Nagar,10.89,41.31,73.83,22.0,Single,festival
143211,2024-01-16,Mandi House,Noida City Centre,18.85,184.96,55.23,26.0,Tourist Card,
124459,2024-01-11,Dilshad Garden,Kashmere Gate,11.75,145.34,14.23,11.0,Tourist Card,off-peak
41166,2022-04-17,Laxmi Nagar,Dilshad Garden,3.99,118.18,90.18,22.0,Tourist Card,maintenance
56282,2023-06-14,Kalkaji Mandir,Shivaji Park,8.71,10.85,115.98,30.0,Tourist Card,weekend
143805,2024-04-22,Noida City Centre,Kalkaji Mandir,0.8300000000000001,174.49,14.58,20.0,Single,maintenance
116450,2024-04-15,Noida City Centre,AIIMS,7.5,14.7,114.93,19.0,Tourist Card,festival
131441,2023-05-25,Noida City Centre,Noida City Centre,2.98,37.72,34.36,22.0,Single,
33640,2024-06-09,Janakpuri West,Hauz Khas,1.1,70.45,110.31,19.0,Tourist Card,festival
11077,2023-03-24,New Delhi,Hauz Khas,2.71,110.51,22.65,18.0,Tourist Card,maintenance
91367,2023-12-20,Rajiv Chowk,Model Town,8.03,76.02,6.61,18.0,Smart Card,peak
71847,2022-10-07,Rajiv Chowk,Jasola Vihar,3.37,185.95,90.93,18.0,Tourist Card,peak
88650,2023-10-29,New Delhi,Mandi House,27.73,68.83,87.94,21.0,Single,maintenance
54488,2024-08-18,New Delhi,Laxmi Nagar,0.87,189.62,42.08,20.0,Tourist Card,peak
121194,2023-09-04,Rajiv Chowk,Kalkaji Mandir,17.58,192.81,72.75,20.0,Smart Card,weekend
137576,2023-12-25,Model Town,Shivaji Park,5.16,20.53,51.82,23.0,Smart Card,maintenance
122121,2022-10-06,Central Secretariat,Janakpuri West,0.58,195.32,89.57,24.0,Tourist Card,weekend
63440,2022-09-23,New Delhi,Kalkaji Mandir,6.55,88.41,11.43,14.0,Single,
107001,2022-02-14,Dilshad Garden,Netaji Subhash Place,19.28,70.39,68.57,24.0,Smart Card,festival
147901,2024-02-13,Rajiv Chowk,Janakpuri West,15.69,108.89,12.8,26.0,Smart Card,festival
70304,2024-12-18,Rajouri Garden,Model Town,26.82,178.84,65.64,19.0,Tourist Card,peak
76101,2024-09-19,Rajouri Garden,Noida City Centre,12.53,95.41,82.73,15.0,Tourist Card,
59785,2022-02-13,Rajiv Chowk,Noida City Centre,1.02,60.14,65.19,18.0,Single,off-peak
144121,2024-06-08,Mandi House,Model Town,1.26,28.18,54.89,24.0,Tourist Card,festival
34752,2023-12-20,Dilshad Garden,Mandi House,4.05,36.28,5.89,18.0,Single,festival
42616,2023-10-09,HAUZ KHAS,Chandni Chowk,11.0,113.01,86.64,19.0,Single,weekend
106061,2023-02-07,New Delhi,Noida City Centre,3.75,155.24,106.39,13.0,Tourist Card,peak
103609,2024-03-16,Rajiv Chowk,Hauz Khas,19.2,54.24,30.57,22.0,Tourist Card,off-peak
80714,2022-12-23,inderlok,Pragati Maidan,21.77,85.23,119.59,25.0,Tourist Card,off-peak
77561,2023-03-23,Noida City Centre,New Delhi,2.91,180.71,94.52,23.0,Tourist Card,off-peak
102345,2023-11-05,JANAKPURI WEST,Inderlok,1.65,18.36,116.83,29.0,Tourist Card,maintenance
74158,2022-10-19,Chandni Chowk,Central Secretariat,0.61,106.34,6.71,15.0,Single,off-peak
139677,2023-06-18,Rajiv Chowk,Central Secretariat,2.79,79.91,66.53,18.0,Single,weekend
99257,2022-01-10,Janakpuri West,Inderlok,4.74,76.62,8.63,34.0,Smart Card,off-peak
72358,2023-02-02,Janakpuri West,Model Town,9.36,116.07,91.86,19.0,Single,festival
136686,2023-07-27,Rajiv Chowk,Chandni Chowk,6.84,57.81,101.78,23.0,Tourist Card,festival
80673,2022-08-09,Dilshad Garden,Barakhamba Road,7.54,70.4,102.08,12.0,Single,off-peak
199,2024-08-29,Rajiv Chowk,Kashmere Gate,3.98,42.29,23.34,16.0,Smart Card,weekend
61345,2023-05-26,Rajiv Chowk,Mandi House,2.39,82.07,86.62,33.0,Single,weekend
50090,2024-08-04,AIIMS,Mandi House,2.44,85.18,47.23,20.0,Tourist Card,peak
41537,2024-05-30,Mandi House,AIIMS,3.2800000000000002,10.61,84.67,22.0,Single,weekend
70253,2023-11-09,Kalkaji Mandir,Punjabi Bagh,8.35,80.33,78.9,15.0,Tourist Card,off-peak
131013,2023-09-12,Dilshad Garden,Hauz Khas,1.6600000000000001,18.91,115.47,23.0,Tourist Card,weekend
13862,2022-11-22,Janakpuri West,Kirti Nagar,0.74,42.54,61.81,15.0,Smart Card,festival
63332,2022-11-22,Janakpuri West,Kalkaji Mandir,1.24,80.44,66.76,21.0,Smart Card,
64571,2022-07-08,Laxmi Nagar,Rajouri Garden,5.64,55.35,44.04,17.0,Single,peak
9919,2022-02-02,Jasola Vihar,Janakpuri West,5.08,183.1,87.71,17.0,Tourist Card,weekend
